id,admin_graphql_api_id,fulfillable_quantity,fulfillment_service,gift_card,grams,name,price,price_set__shop_money__amount,price_set__shop_money__currency_code,price_set__presentment_money__amount,price_set__presentment_money__currency_code,product_exists,product_id,quantity,requires_shipping,sku,taxable,title,total_discount,total_discount_set__shop_money__amount,total_discount_set__shop_money__currency_code,total_discount_set__presentment_money__amount,total_discount_set__presentment_money__currency_code,variant_id,variant_inventory_management,variant_title,vendor,_dlt_root_id,_dlt_parent_id,_dlt_list_idx,_dlt_id,order_id,order_admin_api_id,app_id,buyer_accepts_marketing,confirmation_number,confirmed,order_created_at,order_currency,current_subtotal_price,current_total_discounts,current_total_price,current_total_tax,estimated_taxes,financial_status,order_name,order_number,order_processed_at,source_name,subtotal_price,order_tags,tax_exempt,taxes_included,is_test_order,total_discounts,total_line_items_price,total_price,shipping_cost,total_tax,customer_id,customer__accepts_marketing,email_marketing_status,billing_country,billing_province,shipping_country,order_confirmed,is_test_order_1
15344505160000,gid://shopify/LineItem/15344505160000,1,manual,false,0,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK - 7 / white,0.10,0.10,USD,0.10,USD,true,9599857131840,1,true,VN-03-white-7,true,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,0.00,0.00,USD,0.00,USD,49721572720960,shopify,7 / white,VANS,YsYW2Nbqlb/uzw,YsYW2Nbqlb/uzw,2,P6frSjCHghC4UA,6134121103680,gid://shopify/Order/6134121103680,1608003,false,18T9CN0HL,true,2024-09-23 12:21:17-04,USD,0.30,0.00,0.30,0.00,false,refunded,#1005,5,2024-09-23 12:21:17-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819680064,false,not_subscribed,United Kingdom,England,United Kingdom,true,false
15344505487680,gid://shopify/LineItem/15344505487680,1,manual,false,0,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON - 6 / red,0.10,0.10,USD,0.10,USD,true,9599857066304,1,true,VN-02-red-6,true,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,0.00,0.00,USD,0.00,USD,49721572458816,shopify,6 / red,VANS,sgVSLooGhtn1Gw,sgVSLooGhtn1Gw,0,Yg/CLLvo3kw3Rg,6134121300288,gid://shopify/Order/6134121300288,1608003,false,K0EYYDAIH,true,2024-09-23 12:21:23-04,USD,0.30,0.00,0.30,0.00,false,paid,#1006,6,2024-09-23 12:21:23-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819516224,false,not_subscribed,Australia,,Australia,true,false
15344505520448,gid://shopify/LineItem/15344505520448,1,manual,false,0,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH - 15 / red,0.10,0.10,USD,0.10,USD,true,9599858016576,1,true,DM-03-red-15,true,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH,0.00,0.00,USD,0.00,USD,49721578488128,shopify,15 / red,DR MARTENS,sgVSLooGhtn1Gw,sgVSLooGhtn1Gw,1,1TNLbmHMT8vOoA,6134121300288,gid://shopify/Order/6134121300288,1608003,false,K0EYYDAIH,true,2024-09-23 12:21:23-04,USD,0.30,0.00,0.30,0.00,false,paid,#1006,6,2024-09-23 12:21:23-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819516224,false,not_subscribed,Australia,,Australia,true,false
15344505553216,gid://shopify/LineItem/15344505553216,1,manual,false,0,ADIDAS | SUPERSTAR 80S - 5 / white,0.10,0.10,USD,0.10,USD,true,9599857557824,1,true,AD-01-white-5,true,ADIDAS | SUPERSTAR 80S,0.00,0.00,USD,0.00,USD,49721575571776,shopify,5 / white,ADIDAS,sgVSLooGhtn1Gw,sgVSLooGhtn1Gw,2,jkJMiMvqwT8+Fg,6134121300288,gid://shopify/Order/6134121300288,1608003,false,K0EYYDAIH,true,2024-09-23 12:21:23-04,USD,0.30,0.00,0.30,0.00,false,paid,#1006,6,2024-09-23 12:21:23-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819516224,false,not_subscribed,Australia,,Australia,true,false
15344505749824,gid://shopify/LineItem/15344505749824,1,manual,false,0,"VANS | 
ERA 59 MOROCCAN | GEO/DRESS BLUES - 8 / blue",0.10,0.10,USD,0.10,USD,true,9599857164608,1,true,VN-04-blue-8,true,"VANS | 
ERA 59 MOROCCAN | GEO/DRESS BLUES",0.00,0.00,USD,0.00,USD,49721572819264,shopify,8 / blue,VANS,Sbdpp89KCNH2ug,Sbdpp89KCNH2ug,0,Ut0dPgnAE5pkvQ,6134121398592,gid://shopify/Order/6134121398592,1608003,false,UL8HYNMNV,true,2024-09-23 12:21:29-04,USD,0.10,0.00,0.10,0.00,false,pending,#1007,7,2024-09-23 12:21:29-04,1608003,0.10,egnition-sample-data,false,false,false,0.00,0.10,0.10,0.00,0.00,8651819680064,false,not_subscribed,United Kingdom,England,United Kingdom,true,false
15344506241344,gid://shopify/LineItem/15344506241344,1,manual,false,0,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH - 11 / red,0.10,0.10,USD,0.10,USD,true,9599858016576,1,true,DM-03-red-11,true,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH,0.00,0.00,USD,0.00,USD,49721578389824,shopify,11 / red,DR MARTENS,Mz+FpciM8Yw7lg,Mz+FpciM8Yw7lg,0,U/TxvWJUE6qJIg,6134121529664,gid://shopify/Order/6134121529664,1608003,false,EF9EQJKYY,true,2024-09-23 12:21:35-04,USD,0.30,0.00,0.30,0.00,false,refunded,#1008,8,2024-09-23 12:21:35-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819450688,false,not_subscribed,Dominican Republic,,Dominican Republic,true,false
15344506274112,gid://shopify/LineItem/15344506274112,1,manual,false,0,PUMA | SUEDE CLASSIC REGAL - 7 / red,0.10,0.10,USD,0.10,USD,true,9599857393984,1,true,PM-01-red-7,true,PUMA | SUEDE CLASSIC REGAL,0.00,0.00,USD,0.00,USD,49721575211328,shopify,7 / red,PUMA,Mz+FpciM8Yw7lg,Mz+FpciM8Yw7lg,1,sNKhUSwfJ1e1zg,6134121529664,gid://shopify/Order/6134121529664,1608003,false,EF9EQJKYY,true,2024-09-23 12:21:35-04,USD,0.30,0.00,0.30,0.00,false,refunded,#1008,8,2024-09-23 12:21:35-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819450688,false,not_subscribed,Dominican Republic,,Dominican Republic,true,false
15344506306880,gid://shopify/LineItem/15344506306880,1,manual,false,0,CONVERSE | CHUCK TAYLOR ALL STAR LO - 12 / white,0.10,0.10,USD,0.10,USD,true,9599858082112,1,true,C-01-white-12,true,CONVERSE | CHUCK TAYLOR ALL STAR LO,0.00,0.00,USD,0.00,USD,49721578848576,shopify,12 / white,CONVERSE,Mz+FpciM8Yw7lg,Mz+FpciM8Yw7lg,2,SRVNMvl/EVfvaw,6134121529664,gid://shopify/Order/6134121529664,1608003,false,EF9EQJKYY,true,2024-09-23 12:21:35-04,USD,0.30,0.00,0.30,0.00,false,refunded,#1008,8,2024-09-23 12:21:35-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819450688,false,not_subscribed,Dominican Republic,,Dominican Republic,true,false
15344508043584,gid://shopify/LineItem/15344508043584,1,manual,false,0,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE - 6 / white,0.10,0.10,USD,0.10,USD,true,9599857197376,1,true,"VN-05
-white-6",true,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,0.00,0.00,USD,0.00,USD,49721573015872,shopify,6 / white,VANS,/DjU9Jgh8dPoUg,/DjU9Jgh8dPoUg,0,GSCNAGculO4/3g,6134122447168,gid://shopify/Order/6134122447168,1608003,false,PZTX5DHVW,true,2024-09-23 12:22:21-04,USD,0.20,0.00,0.20,0.00,false,pending,#1009,9,2024-09-23 12:22:21-04,1608003,0.20,egnition-sample-data,false,false,false,0.00,0.20,0.20,0.00,0.00,8651819450688,false,not_subscribed,Dominican Republic,,Dominican Republic,true,false
15344508076352,gid://shopify/LineItem/15344508076352,1,manual,false,0,TIMBERLAND | MENS 6 INCH PREMIUM BOOT - 7 / yellow,0.10,0.10,USD,0.10,USD,true,9599857852736,1,true,TM-01-yellow-7,true,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,0.00,0.00,USD,0.00,USD,49721577242944,shopify,7 / yellow,TIMBERLAND,/DjU9Jgh8dPoUg,/DjU9Jgh8dPoUg,1,xqo3rvTsAuklQw,6134122447168,gid://shopify/Order/6134122447168,1608003,false,PZTX5DHVW,true,2024-09-23 12:22:21-04,USD,0.20,0.00,0.20,0.00,false,pending,#1009,9,2024-09-23 12:22:21-04,1608003,0.20,egnition-sample-data,false,false,false,0.00,0.20,0.20,0.00,0.00,8651819450688,false,not_subscribed,Dominican Republic,,Dominican Republic,true,false
15344508338496,gid://shopify/LineItem/15344508338496,1,manual,false,0,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE - 10 / white,0.10,0.10,USD,0.10,USD,true,9599857197376,1,true,"VN-05
-white-10",true,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,0.00,0.00,USD,0.00,USD,49721573146944,shopify,10 / white,VANS,KH5tYdJt9X64WQ,KH5tYdJt9X64WQ,0,Hms67JOMnGl5Cg,6134122611008,gid://shopify/Order/6134122611008,1608003,false,K88TI4ZL0,true,2024-09-23 12:22:27-04,USD,0.30,0.00,0.30,0.00,false,pending,#1010,10,2024-09-23 12:22:27-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819581760,false,not_subscribed,Australia,,Australia,true,false
15344508371264,gid://shopify/LineItem/15344508371264,1,manual,false,0,HERSCHEL | IONA - OS / black,0.10,0.10,USD,0.10,USD,true,9599858442560,1,true,H-01-black-OS,true,HERSCHEL | IONA,0.00,0.00,USD,0.00,USD,49721579733312,shopify,OS / black,HERSCHEL,KH5tYdJt9X64WQ,KH5tYdJt9X64WQ,1,MUvdkUF8kDNZkg,6134122611008,gid://shopify/Order/6134122611008,1608003,false,K88TI4ZL0,true,2024-09-23 12:22:27-04,USD,0.30,0.00,0.30,0.00,false,pending,#1010,10,2024-09-23 12:22:27-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819581760,false,not_subscribed,Australia,,Australia,true,false
15344508404032,gid://shopify/LineItem/15344508404032,1,manual,false,0,CONVERSE | TODDLER CHUCK TAYLOR ALL STAR AXEL MID - 6 / black,0.10,0.10,USD,0.10,USD,true,9599858213184,1,true,C-03-black-6,true,CONVERSE | TODDLER CHUCK TAYLOR ALL STAR AXEL MID,0.00,0.00,USD,0.00,USD,49721579274560,shopify,6 / black,CONVERSE,KH5tYdJt9X64WQ,KH5tYdJt9X64WQ,2,qdyFHcO0KWmVkQ,6134122611008,gid://shopify/Order/6134122611008,1608003,false,K88TI4ZL0,true,2024-09-23 12:22:27-04,USD,0.30,0.00,0.30,0.00,false,pending,#1010,10,2024-09-23 12:22:27-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819581760,false,not_subscribed,Australia,,Australia,true,false
15344508633408,gid://shopify/LineItem/15344508633408,1,manual,false,0,PALLADIUM | PALLATECH HI TX | CHEVRON - 12 / red,0.10,0.10,USD,0.10,USD,true,9599857295680,1,true,"PAL-01
-red-12",true,PALLADIUM | PALLATECH HI TX | CHEVRON,0.00,0.00,USD,0.00,USD,49721574916416,shopify,12 / red,PALLADIUM,4cn6MUqqA4N3Fw,4cn6MUqqA4N3Fw,0,3caX4DeGqz1f/g,6134122807616,gid://shopify/Order/6134122807616,1608003,false,D64GJM68K,true,2024-09-23 12:22:33-04,USD,0.30,0.00,0.30,0.00,false,pending,#1011,11,2024-09-23 12:22:33-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819548992,false,not_subscribed,"Congo, The Democratic Republic Of The",,"Congo, The Democratic Republic Of The",true,false
15344508666176,gid://shopify/LineItem/15344508666176,1,manual,false,0,NIKE | CRACKLE PRINT TB TEE - s / blue,0.10,0.10,USD,0.10,USD,true,9599857885504,1,true,NK-01-blue-s,true,NIKE | CRACKLE PRINT TB TEE,0.00,0.00,USD,0.00,USD,49721577537856,shopify,s / blue,NIKE,4cn6MUqqA4N3Fw,4cn6MUqqA4N3Fw,1,g4wpMu0ZnYmpyw,6134122807616,gid://shopify/Order/6134122807616,1608003,false,D64GJM68K,true,2024-09-23 12:22:33-04,USD,0.30,0.00,0.30,0.00,false,pending,#1011,11,2024-09-23 12:22:33-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819548992,false,not_subscribed,"Congo, The Democratic Republic Of The",,"Congo, The Democratic Republic Of The",true,false
15344508698944,gid://shopify/LineItem/15344508698944,1,manual,false,0,ADIDAS | SUPERSTAR 80S - 10 / white,0.10,0.10,USD,0.10,USD,true,9599857557824,1,true,AD-01-white-10,true,ADIDAS | SUPERSTAR 80S,0.00,0.00,USD,0.00,USD,49721575702848,shopify,10 / white,ADIDAS,4cn6MUqqA4N3Fw,4cn6MUqqA4N3Fw,2,DtIr0wOD3wgMxA,6134122807616,gid://shopify/Order/6134122807616,1608003,false,D64GJM68K,true,2024-09-23 12:22:33-04,USD,0.30,0.00,0.30,0.00,false,pending,#1011,11,2024-09-23 12:22:33-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819548992,false,not_subscribed,"Congo, The Democratic Republic Of The",,"Congo, The Democratic Republic Of The",true,false
15344509059392,gid://shopify/LineItem/15344509059392,1,manual,false,0,TIMBERLAND | MENS 6 INCH PREMIUM BOOT - 10 / yellow,0.10,0.10,USD,0.10,USD,true,9599857852736,1,true,TM-01-yellow-10,true,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,0.00,0.00,USD,0.00,USD,49721577341248,shopify,10 / yellow,TIMBERLAND,NXgqG96j0eRpZg,NXgqG96j0eRpZg,0,O4CBVmG+f5WxzA,6134123102528,gid://shopify/Order/6134123102528,1608003,false,0WKAEZ8CI,true,2024-09-23 12:22:38-04,USD,0.10,0.00,0.10,0.00,false,pending,#1012,12,2024-09-23 12:22:38-04,1608003,0.10,egnition-sample-data,false,false,false,0.00,0.10,0.10,0.00,0.00,8651819614528,false,not_subscribed,Botswana,,Botswana,true,false
15344510894400,gid://shopify/LineItem/15344510894400,1,manual,false,0,ADIDAS | CLASSIC BACKPACK - OS / black,0.10,0.10,USD,0.10,USD,true,9599858639168,1,true,AD-03-black-OS,true,ADIDAS | CLASSIC BACKPACK,0.00,0.00,USD,0.00,USD,49721580192064,shopify,OS / black,ADIDAS,ct+UtrFne7f0jg,ct+UtrFne7f0jg,0,J9YFbxTUrzSt7g,6134124544320,gid://shopify/Order/6134124544320,1608003,false,4C6VTYG0L,true,2024-09-23 12:23:25-04,USD,0.10,0.00,0.10,0.00,false,refunded,#1013,13,2024-09-23 12:23:25-04,1608003,0.10,egnition-sample-data,false,false,false,0.00,0.10,0.10,0.00,0.00,8651819712832,false,not_subscribed,Zimbabwe,,Zimbabwe,true,false
15344511254848,gid://shopify/LineItem/15344511254848,1,manual,false,0,TIMBERLAND | MENS 6 INCH PREMIUM BOOT - 13 / yellow,0.10,0.10,USD,0.10,USD,true,9599857852736,1,true,TM-01-yellow-13,true,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,0.00,0.00,USD,0.00,USD,49721577439552,shopify,13 / yellow,TIMBERLAND,NxZ37h25WeGoCw,NxZ37h25WeGoCw,0,ubYeRRHkhKmzAw,6134124708160,gid://shopify/Order/6134124708160,1608003,false,EXZ76KQIX,true,2024-09-23 12:23:31-04,USD,0.10,0.00,0.10,0.00,false,paid,#1014,14,2024-09-23 12:23:31-04,1608003,0.10,egnition-sample-data,false,false,false,0.00,0.10,0.10,0.00,0.00,8651819450688,false,not_subscribed,Dominican Republic,,Dominican Republic,true,false
15344511516992,gid://shopify/LineItem/15344511516992,1,manual,false,0,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH - 13 / red,0.10,0.10,USD,0.10,USD,true,9599858016576,1,true,DM-03-red-13,true,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH,0.00,0.00,USD,0.00,USD,49721578455360,shopify,13 / red,DR MARTENS,O7EqE97t7OfxMQ,O7EqE97t7OfxMQ,0,TitqwYOHN/jFFg,6134124872000,gid://shopify/Order/6134124872000,1608003,false,RF84PPRHG,true,2024-09-23 12:23:37-04,USD,0.10,0.00,0.10,0.00,false,refunded,#1015,15,2024-09-23 12:23:37-04,1608003,0.10,egnition-sample-data,false,false,false,0.00,0.10,0.10,0.00,0.00,8651819548992,false,not_subscribed,"Congo, The Democratic Republic Of The",,"Congo, The Democratic Republic Of The",true,false
15344511910208,gid://shopify/LineItem/15344511910208,1,manual,false,0,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE - 5 / white,0.10,0.10,USD,0.10,USD,true,9599857197376,1,true,"VN-05
-white-5",true,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,0.00,0.00,USD,0.00,USD,49721572983104,shopify,5 / white,VANS,OTyEbf4p1GeFMA,OTyEbf4p1GeFMA,0,FLvAufYMhg7+AQ,6134125068608,gid://shopify/Order/6134125068608,1608003,false,CG3RERZM8,true,2024-09-23 12:23:43-04,USD,0.10,0.00,0.10,0.00,false,pending,#1016,16,2024-09-23 12:23:43-04,1608003,0.10,egnition-sample-data,false,false,false,0.00,0.10,0.10,0.00,0.00,8651819450688,false,not_subscribed,Dominican Republic,,Dominican Republic,true,false
15344513843520,gid://shopify/LineItem/15344513843520,1,manual,false,0,CONVERSE | CHUCK TAYLOR ALL STAR LO - 13 / white,0.10,0.10,USD,0.10,USD,true,9599858082112,1,true,C-01-white-13,true,CONVERSE | CHUCK TAYLOR ALL STAR LO,0.00,0.00,USD,0.00,USD,49721578881344,shopify,13 / white,CONVERSE,dkiC07ZFSXqwVw,dkiC07ZFSXqwVw,0,i9NfPO7z3Txzkg,6134126117184,gid://shopify/Order/6134126117184,1608003,false,JJKXDA04V,true,2024-09-23 12:24:29-04,USD,0.30,0.00,0.30,0.00,false,paid,#1017,17,2024-09-23 12:24:29-04,1608003,0.30,egnition-sample-data,false,false,false,0.00,0.30,0.30,0.00,0.00,8651819680064,false,not_subscribed,United Kingdom,England,United Kingdom,true,false
